source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-2841	ชำนาญ	adv	28393	skillfully	proficiently; dexterously; adroitly; deftly	1	adv	熟練地	authored_needs_review
th5000-cand-20260708-2844	ปรับตัว	v	27442	adjust (oneself)	adapt	1	v	調整（自己）	authored_needs_review
th5000-cand-20260708-2847	ความโปร่ง	n	37831	clarity	airy; clearness; porosity	1	n	通透性	authored_needs_review
th5000-cand-20260708-2851	ท่าที	n	24747	attitude	reaction; manner	1	n	態度	authored_needs_review
th5000-cand-20260708-2854	แอลกอฮอล์	n	3453	alcohol		1	n	酒精	authored_needs_review
th5000-cand-20260708-2857	อุดร	n	18984	north		2	n	北	authored_needs_review
th5000-cand-20260708-2860	สุนัข	n	20331	dog	canine, hound	1	n	狗	authored_needs_review
th5000-cand-20260708-2864	ชั่วคราว	adv	27927	temporarily	for a time; for a while	1	adv	暫時	authored_needs_review
th5000-cand-20260708-2868	อุบลราชธานี	n	19009	Ubon Ratchathani		1	n	烏汶府	authored_needs_review
th5000-cand-20260708-2872	มีความสำคัญ	v	2294	be significant	be important	1	v	是重要的	authored_needs_review
th5000-cand-20260708-2876	ปาน	n	13331	birthmark		2	conj;n	胎記	authored_needs_review
th5000-cand-20260708-2879	ความยินดี	n	37981	gladness	joy; happiness; pleasure	1	n	喜悅	authored_needs_review
th5000-cand-20260708-2882	ระหว่างประเทศ	adj	35	international		1	adj	國際	authored_needs_review
th5000-cand-20260708-2885	ปลายทาง	n	13276	destination	terminal point; end-point; end of the journey	1	n	目的地	authored_needs_review
th5000-cand-20260708-2889	ทำหน้าที่	v	24511	perform	do duty	2	v	執行	authored_needs_review
th5000-cand-20260708-2892	นั้นๆ	det	35196	such		1	det	這樣的	authored_needs_review
th5000-cand-20260708-2895	งอน	v	12787	sulk	pout	1	v	生悶氣	authored_needs_review
th5000-cand-20260708-2899	กรง	n	29418	prison cell	jail; ward; cell	3	n	牢房	authored_needs_review
th5000-cand-20260708-2903	ปิดบัญชี	v	13394	close an account		1	v	關閉帳戶	authored_needs_review
th5000-cand-20260708-2907	สมุทรสาคร	n	18718	Samut Sakhon		1	n	龍仔厝府	authored_needs_review
th5000-cand-20260708-2910	ฮ้า	intj	19468	ha!	hey!	1	int	哈！	authored_needs_review
th5000-cand-20260708-2913	กระชับ	v	29206	fit closely	be close-fitting; be fastened firmly; be tight; be well-fitting	2	v	緊密貼合	authored_needs_review
th5000-cand-20260708-2916	ว่าด้วย	v	6135	deal with	be concerned with; be about; be related to; speak about	1	v	處理	authored_needs_review
th5000-cand-20260708-2919	ศูนย์กลาง	n	35746	junction	center; centre; hub	2	adj;n	路口	authored_needs_review
th5000-cand-20260708-2923	มหาศาล	adv	5540	immensely	greatly; hugely; tremendously; enormously; vastly	1	adv	極大	authored_needs_review
th5000-cand-20260708-2926	พณ	n	1529	Ministry of Commerce		1	n	商務部	authored_needs_review
th5000-cand-20260708-2929	ประดิษฐ์	v	27141	invent	create; make up; devise; fabricate; build; set up; coin (word)	2	adj;v	發明	authored_needs_review
th5000-cand-20260708-2932	ข้าราชการ	n	10156	government officer	government employee	1	n	政府官員	authored_needs_review
th5000-cand-20260708-2935	ซบ	v	28718	nestle	snuggle; cuddle	1	v	依偎	authored_needs_review
th5000-cand-20260708-2938	นักเตะ	n	1167	footballer	football player	1	n	足球員	authored_needs_review
th5000-cand-20260708-2941	ส่วนกลาง	n	12164	center	heart; core; middle; nucleus; hub	2	adj;n	中心	authored_needs_review
th5000-cand-20260708-2945	คำขอ	n	39050	request	appeal; demand	2	n	請求	authored_needs_review
th5000-cand-20260708-2948	ความชื้น	n	32732	moistness	dampness	2	n	濕潤	authored_needs_review
th5000-cand-20260708-2951	ขาน	v	10481	reply	answer; respond	2	v	回覆	authored_needs_review
th5000-cand-20260708-2954	กอล์ฟ	n	31464	golf		1	n	高爾夫	authored_needs_review
th5000-cand-20260708-2957	ให้ผล	v	7918	give a result	give an outcome	2	v	給出結果	authored_needs_review
th5000-cand-20260708-2960	ตัวคูณ	n	21294	multiplier		2	n	乘數	authored_needs_review
th5000-cand-20260708-2963	ดิจิตอล	n	33826	digital		1	n	數位	authored_needs_review
th5000-cand-20260708-2967	ครุ	n	31241	bamboo bucket	bamboo pail	1	n	竹桶	authored_needs_review
th5000-cand-20260708-2971	มอบให้	v	9219	give	bestow; grant; hand out	1	v	給	authored_needs_review
th5000-cand-20260708-2974	โจม	n	33424	tent	canopy; howdah	2	n;v	帳篷	authored_needs_review
th5000-cand-20260708-2979	แย่	v	9375	be bad		2	adv;v	不好	authored_needs_review
th5000-cand-20260708-2982	การคลัง	n	31905	finance	public finance	1	n	金融	authored_needs_review
th5000-cand-20260708-2985	จำต้อง	v	33174	must	need; have to; be obliged; be compelled	1	aux	必須	authored_needs_review
th5000-cand-20260708-2988	เปิดบัญชี	v	15635	open an account		2	v	開立帳戶	authored_needs_review
th5000-cand-20260708-2992	สถานศึกษา	n	3044	school	establishment for education	2	n	學校	authored_needs_review
th5000-cand-20260708-2995	รำ	n	6814	rice bran	bran of rice or cereal	2	n;v	米糠	authored_needs_review
th5000-cand-20260708-2999	บ้านเดี่ยว	n	2036	detached house		1	n	獨棟住宅	authored_needs_review
th5000-cand-20260708-3002	เคลีย	v	12578	dangle	swing; sway	1	v	懸垂	authored_needs_review
th5000-cand-20260708-3005	ฟาร์ม	n	15358	farm	ranch	1	n	農場	authored_needs_review
th5000-cand-20260708-3009	มองข้าม	v	5544	overlook	disregard; ignore; neglect; skip	1	v	忽略	authored_needs_review
th5000-cand-20260708-3012	จดหมาย	n	13026	letter	correspondence; mail	1	n	信	authored_needs_review
th5000-cand-20260708-3017	กาฬ	n	30290	black mark of death		2	adj;n	死相	authored_needs_review
th5000-cand-20260708-3020	ตัวจริง	n	199	life-size	life-like	2	n	真人大小	authored_needs_review
th5000-cand-20260708-3023	เตย	n	22910	screw pine	genus Pandanus	1	n	露兜樹	authored_needs_review
th5000-cand-20260708-3027	เร้า	v	6868	stimulate	arouse; rouse; encourage; evoke; stir up; provoke; spur; incite	2	v	刺激	authored_needs_review
th5000-cand-20260708-3030	การอบรม	n	8999	training	drill	2	n	訓練	authored_needs_review
th5000-cand-20260708-3033	ประมูล	v	27652	bid	submit a tender; make an offer; tender	1	v	出價	authored_needs_review
th5000-cand-20260708-3036	เป็นจริง	v	16225	become true	come true	1	v	成為現實	authored_needs_review
th5000-cand-20260708-3039	หมึก	n	7690	ink		1	n	墨水	authored_needs_review
th5000-cand-20260708-3042	เปิดรับ	v	731	adopt		2	v	採用	authored_needs_review
th5000-cand-20260708-3045	ความยั่งยืน	n	32868	permanence	perpetuity; enduringness; eternity; everlasting	1	n	永久性	authored_needs_review
th5000-cand-20260708-3048	ระเบิด	n	26234	bomb		2	n;v	炸彈	authored_needs_review
th5000-cand-20260708-3052	ประเพณี	n	27549	tradition	custom; convention; code of conduct; common practice	1	n	傳統	authored_needs_review
th5000-cand-20260708-3056	แล้วแต่	adv	37363	up to (you)	as (you) like; do as (you) want; have it (your) way	2	adv	隨你	authored_needs_review
th5000-cand-20260708-3059	ล้ำสมัย	adj	17814	ultramodern	modern; up-to-date; novel	1	adj	超現代	authored_needs_review
th5000-cand-20260708-3063	รับรู้	v	5838	acknowledge	recognize; be aware of	1	v	知悉	authored_needs_review
th5000-cand-20260708-3066	ใช้กับ	v	2490	apply to		1	v	適用於	authored_needs_review
th5000-cand-20260708-3069	วิศวกรรมศาสตร์	n	4519	engineering		1	n	工程	authored_needs_review
th5000-cand-20260708-3072	กล้ามเนื้อ	n	31270	muscle		1	n	肌肉	authored_needs_review
th5000-cand-20260708-3075	เซ็กซี่	v	28901	sexy		1	v	性感	authored_needs_review
th5000-cand-20260708-3079	แหลม	n	3429	cape	peninsula	6	adj;n;v	海岬	authored_needs_review
th5000-cand-20260708-3082	ปราบ	v	27396	subdue	subjugate; conquer; overcome; suppress; quell; quash; tame; put down; wipe out	1	v	制服	authored_needs_review
th5000-cand-20260708-3085	คล่อง	v	32501	have skill		4	adv;v	有技巧	authored_needs_review
th5000-cand-20260708-3088	ชาวบ้าน	n	28328	villager	folk; ordinary people; commoner; people; neighbours	1	n	村民	authored_needs_review
th5000-cand-20260708-3091	สเปน	n	3076	Spain		1	n	西班牙	authored_needs_review
th5000-cand-20260708-3095	แสดงความยินดี	v	20669	congratulate	felicitate	1	v	恭喜	authored_needs_review
th5000-cand-20260708-3098	พนม	n	13982	mountain	hill	2	n;v	山	authored_needs_review
th5000-cand-20260708-3102	สัด	n	20145	measuring basket		3	n;v	量籃	authored_needs_review
th5000-cand-20260708-3106	จันทบุรี	n	33083	Chanthaburi		1	n	尖竹汶府	authored_needs_review
th5000-cand-20260708-3109	ชง	v	27775	brew	make (tea or coffee); infuse	1	v	沖泡	authored_needs_review
th5000-cand-20260708-3112	นำไปสู่	v	25304	bring about to	go to be	1	v	導致	authored_needs_review
th5000-cand-20260708-3118	คุณลักษณะ	n	12334	characteristic	property; quality; nature; performance; attribute	1	n	特點	authored_needs_review
th5000-cand-20260708-3121	แถลง	v	8814	state	declare; announce; express; expound	1	v	陳述	authored_needs_review
th5000-cand-20260708-3126	ซื่อ	adj	28884	honest	faithful; straightforward	2	adj;adv	誠實	authored_needs_review
th5000-cand-20260708-3131	โซ่	n	28894	chain		1	n	鏈	authored_needs_review
th5000-cand-20260708-3134	เดินหน้า	v	21056	advance	progress; go forward; step forward; make a progress; make headway	1	v	前進	authored_needs_review
th5000-cand-20260708-3138	ความเชื่อมั่น	n	32742	confidence	trust; reliance; trustworthiness	1	n	信心	authored_needs_review
th5000-cand-20260708-3141	คณะทำงาน	n	10743	working group		1	n	工作小組	authored_needs_review
th5000-cand-20260708-3144	แจ่ม	v	38362	bright	clear; shining; glowing; light; transparent	1	v	發亮	authored_needs_review
th5000-cand-20260708-3147	มีหน้า	v	15823	dare to	be unashamed; be shameless; be brazen-faced; have the cheek to do sth.	1	v	敢	authored_needs_review
th5000-cand-20260708-3150	หาทาง	v	4467	seek	search for; look for	1	v	尋求	authored_needs_review
th5000-cand-20260708-3153	รับคำ	v	591	promise	give one's word; vow; pledge; undertake	1	v	承諾	authored_needs_review
th5000-cand-20260708-3156	ชั้นมัธยมศึกษา	n	28085	secondary school level	secondary education level; high school level	1	n	中學程度	authored_needs_review
th5000-cand-20260708-3159	โปรตีน	n	16696	protein		1	n	蛋白質	authored_needs_review
th5000-cand-20260708-3164	ห้อย	v	7801	hang	suspend	1	v	掛	authored_needs_review
th5000-cand-20260708-3167	มีสติ	v	9261	be conscious	have the presence of mind; remain sober-minded; be sensible	1	v	保持清醒	authored_needs_review
th5000-cand-20260708-3170	ลักทรัพย์	v	6948	steal	pilfer; thieve; commit larceny; pinch; lift; nick	1	v	偷	authored_needs_review
th5000-cand-20260708-3173	แย้ง	v	2877	contradict	argue	3	v	反駁	authored_needs_review
th5000-cand-20260708-3176	บรรดา	n	25478	all	whole; totality	1	n	全部	authored_needs_review
th5000-cand-20260708-3180	ยอน	v	26992	insert		1	v	插入	authored_needs_review
th5000-cand-20260708-3183	ได้รับอนุญาต	v	21249	be permitted	be allowed	1	v	被允許	authored_needs_review
th5000-cand-20260708-3186	ตระกูล	n	22310	family	lineage; pedigree; clan; parentage	1	n	家庭	authored_needs_review
th5000-cand-20260708-3189	คราง	v	31170	groan	moan	1	v	呻吟	authored_needs_review
th5000-cand-20260708-3193	นับว่า	v	8488	regard as	count as; reckon as	1	v	視為	authored_needs_review
th5000-cand-20260708-3196	ลวก	v	35668	scald	burn	2	adv;v	燙傷	authored_needs_review
th5000-cand-20260708-3199	ใบรับ	n	25918	receipt		1	n	收據	authored_needs_review
th5000-cand-20260708-3202	ทะลุ	v	24201	pierce through	go through; bore through; puncture through; penetrate through	1	v	穿透	authored_needs_review
th5000-cand-20260708-3205	ดิก	adv	33821	exactly	perfectly; absolutely; dead; really; completely	2	adv	正是	authored_needs_review
th5000-cand-20260708-3208	ปลัด	n	13194	deputy	administrative assistant; deputy chief	1	n	副手	authored_needs_review
th5000-cand-20260708-3211	ขาดทุน	v	10495	lose money	lose; lose one's capital	1	v	賠錢	authored_needs_review
th5000-cand-20260708-3214	ดัชนี	n	33700	forefinger	index finger	4	n	食指	authored_needs_review
th5000-cand-20260708-3219	ที่ทาง	n	24638	area	place; lot	1	n	區域	authored_needs_review
th5000-cand-20260708-3222	การเข้ารหัส	n	2429	coding		1	n	編碼	authored_needs_review
th5000-cand-20260708-3226	ชัวร์	adv	1004	surely	certainly	1	adv	肯定	authored_needs_review
th5000-cand-20260708-3229	ตุ๊	n	22789	monk		2	adj;n	和尚	authored_needs_review
th5000-cand-20260708-3232	มาตรฐานสากล	n	473	universal standard	international standard	1	n	通用標準	authored_needs_review
th5000-cand-20260708-3235	หลักทรัพย์	n	3878	property	possession; estate	1	n	財產	authored_needs_review
th5000-cand-20260708-3239	แมลง	n	2853	insect		2	n	昆蟲	authored_needs_review
th5000-cand-20260708-3242	ชัยชนะ	n	27913	victory	triumph; win; success	1	n	勝利	authored_needs_review
th5000-cand-20260708-3246	จนกระทั่ง	conj	13039	until	till	1	conj	直到	authored_needs_review
th5000-cand-20260708-3252	เคลียร์	v	12581	clear	manage; solve	2	v	解決	authored_needs_review
th5000-cand-20260708-3256	แร่	n	6900	mineral	ore	2	n;v	礦物	authored_needs_review
th5000-cand-20260708-3260	เสรี	n	6519	freedom	liberty; independence	3	adj;adv;n	自由	authored_needs_review
th5000-cand-20260708-3263	ฟอง	n	15245	bubble	foam	2	clas;n	泡泡	authored_needs_review
th5000-cand-20260708-3266	สารเคมี	n	6464	chemicals	chemical substance	1	n	化學品	authored_needs_review
th5000-cand-20260708-3269	ภพ	n	29277	world		1	n	世界	authored_needs_review
th5000-cand-20260708-3272	ระอา	v	26217	be bored with	be tired of; be fed up with	1	v	對…感到厭倦	authored_needs_review
th5000-cand-20260708-3275	อีสาน	n	19114	northeast		1	n	東北	authored_needs_review
th5000-cand-20260708-3278	ปอน	adj	38577	sloppy	shabby; slovenly	2	adj	馬虎	authored_needs_review
th5000-cand-20260708-3281	เทศบาลตำบล	n	34572	municipal district	local government	1	n	市轄區	authored_needs_review
th5000-cand-20260708-3285	กลุ่มเป้าหมาย	n	2821	target group		1	n	目標群體	authored_needs_review
th5000-cand-20260708-3288	โทรศัพท์เคลื่อนที่	n	34682	mobile telephone	cellular telephone; cell phone	1	n	手機	authored_needs_review
th5000-cand-20260708-3291	สติ๊กเกอร์	n	666	sticker		1	n	貼紙	authored_needs_review
th5000-cand-20260708-3294	ที่แท้	conj	24631	in fact	actually	1	conj	事實上	authored_needs_review
th5000-cand-20260708-3297	จับมือ	v	33106	shake hands	grasp hands	1	v	握手	authored_needs_review
th5000-cand-20260708-3301	ทาส	n	24862	slave		2	n	奴隸	authored_needs_review
th5000-cand-20260708-3304	เฉลิมพระเกียรติ	v	27722	glorify	extol; honor; exalt; celebrate	1	v	頌揚	authored_needs_review
th5000-cand-20260708-3307	ผัง	n	16890	plan	scheme;  project; diagram; chart	1	n	計畫	authored_needs_review
th5000-cand-20260708-3310	ทดแทน	v	23563	compensate	indemnify; recompense; reimburse; repay, return; pay back	1	v	補償	authored_needs_review
th5000-cand-20260708-3313	ไอ้	pron	3461	you		3	pron	你	authored_needs_review
th5000-cand-20260708-3317	ซาว	v	28817	wash (rice)	stir (rice) with hand and wash with water; rinse	1	v	洗（米）	authored_needs_review
th5000-cand-20260708-3320	ข้อผิดพลาด	n	32460	error	mistake; blunder; failing; bungle	1	n	錯誤	authored_needs_review
th5000-cand-20260708-3324	โหด	adj	3434	cruel	pitiless; brutal	1	adj	殘酷	authored_needs_review
th5000-cand-20260708-3328	ปรก	v	27303	cover	overspread	1	v	覆蓋	authored_needs_review
th5000-cand-20260708-3331	นี่แหละ	pron	35235	this/these		2	det;pron	這個/這些	authored_needs_review
th5000-cand-20260708-3334	ปี่	n	13406	flute	pipe; wind instrument	1	n	長笛	authored_needs_review
th5000-cand-20260708-3338	วิหาร	n	7251	temple	Buddha image hall	1	n	寺廟	authored_needs_review
th5000-cand-20260708-3341	บ้านพัก	n	25817	official residence	official quarters	2	n	官邸	authored_needs_review
th5000-cand-20260708-3344	ต้องตา	v	22610	please the eye	pleasant to the eye; good to look at	1	v	悅目	authored_needs_review
th5000-cand-20260708-3347	การแก้ปัญหา	n	3471	remedy	solution	1	n	補救措施	authored_needs_review
th5000-cand-20260708-3351	ปราสาท	n	27394	castle	palace	1	n	城堡	authored_needs_review
th5000-cand-20260708-3354	ตอนแรก	adv	22280	at first	first; firstly	2	adv	首先	authored_needs_review
th5000-cand-20260708-3357	ผลประโยชน์	n	16792	benefit	interests; profit; advantage	1	n	好處	authored_needs_review
th5000-cand-20260708-3360	วาท	n	18185	words	speech; utterance; saying; remark	2	n	話語	authored_needs_review
th5000-cand-20260708-3364	ท่ามกลาง	adp	24835	among	amid; amidst; midst	1	prep	之中	authored_needs_review
th5000-cand-20260708-3368	ถาวร	v	23377	be permanent	be lasting; be enduring	3	adj;adv;v	長久	authored_needs_review
th5000-cand-20260708-3371	ชนก	n	27786	father	dad	1	n	父親	authored_needs_review
th5000-cand-20260708-3374	โด่ง	v	21135	rise up	rise high; soar	3	adj;v	起來	authored_needs_review
th5000-cand-20260708-3377	วุ่น	v	16098	be busy	be confused; fuss over; be anxious; be worried; be hard at work; be on duty	2	v	忙	authored_needs_review
th5000-cand-20260708-3380	ผู้อ่าน	n	13722	reader		1	n	讀者	authored_needs_review
th5000-cand-20260708-3383	บีบ	v	25663	oppress	press	2	v	壓迫	authored_needs_review
th5000-cand-20260708-3386	ขายดี	v	8951	have (find) a good sale	find a good market	1	v	暢銷	authored_needs_review
th5000-cand-20260708-3389	ฟอก	v	15235	wash	bleach; lighten; whiten	2	v	漂白	authored_needs_review
th5000-cand-20260708-3393	คู่แข่ง	n	12171	competitor	rival; opponent; contender; contestant; fighter; opposition	1	n	競爭對手	authored_needs_review
th5000-cand-20260708-3396	ใบรับรอง	n	27068	certificate	testimonial; guarantee	1	n	證書	authored_needs_review
th5000-cand-20260708-3399	ไฟเบอร์	n	3735	fiber	fibre	1	n	纖維	authored_needs_review
th5000-cand-20260708-3402	พรุ	n	14254	crust of soft earth		1	n	鬆軟土層表面的硬殼	authored_needs_review
th5000-cand-20260708-3405	มอเตอร์ไซค์	n	1255	motorcycle		1	n	機車	authored_needs_review
th5000-cand-20260708-3408	งานจร	n	971	odd job		1	n	零工	authored_needs_review
th5000-cand-20260708-3411	คณะวิศวกรรมศาสตร์	n	10789	Faculty of Engineering		1	n	工程學院	authored_needs_review
th5000-cand-20260708-3414	ในที่สุด	adv	17135	finally	at last; eventually; lastly; ultimately	1	adv	終於	authored_needs_review
th5000-cand-20260708-3417	เอ็ด	n	8311	one		4	adv;n;v	一	authored_needs_review
th5000-cand-20260708-3420	หลายครั้ง	adv	7755	often	over and over; again; many times	1	adv	經常	authored_needs_review
th5000-cand-20260708-3423	กาม	n	31737	lust	eroticism; sexual desire; carnal desire; sex; sensual pleasure	1	n	慾望	authored_needs_review
th5000-cand-20260708-3426	ชื่อเรื่อง	n	28493	title	heading	1	n	標題	authored_needs_review
th5000-cand-20260708-3429	แขวน	v	10621	hang	suspend	1	v	掛	authored_needs_review
th5000-cand-20260708-3432	ร่าน	n	26482	caterpillar		3	n;v	毛毛蟲	authored_needs_review
th5000-cand-20260708-3435	วจี	n	18104	words	speech; utterance; saying	1	n	話語	authored_needs_review
th5000-cand-20260708-3438	เครื่องพิมพ์	n	12362	printer	printing machine; print	1	n	印表機	authored_needs_review
th5000-cand-20260708-3442	วิสัย	n	7249	limit of one's ability	limit	2	n	能力極限	authored_needs_review
th5000-cand-20260708-3445	กาญจนบุรี	n	31703	Kanchanaburi		1	n	北碧府	authored_needs_review
th5000-cand-20260708-3448	มีแนวโน้ม	v	11950	tend	incline; be apt; be liable; have a tendency; lean	1	v	傾向於	authored_needs_review
th5000-cand-20260708-3451	อาเซียน	n	1705	Association of Southeast Asian Nations	ASEAN	1	n	東南亞國家聯盟	authored_needs_review
th5000-cand-20260708-3454	การคัดเลือก	n	4782	choosing	picking; selecting	1	n	選擇	authored_needs_review
th5000-cand-20260708-3457	ใจกลาง	n	23808	center	heart; middle; core	1	n	中心	authored_needs_review
th5000-cand-20260708-3461	เพิ่มมากขึ้น	v	5470	increase	accrue; augment; add; raise; mount	2	adv;v	增加	authored_needs_review
th5000-cand-20260708-3464	น้อยลง	v	38367	be smaller		2	adv;v	變小	authored_needs_review
th5000-cand-20260708-3467	ราชอาณาจักร	n	5858	kingdom	empire	1	n	王國	authored_needs_review
th5000-cand-20260708-3470	นำมาใช้	v	25323	apply	bring to use; put to use	2	v	應用	authored_needs_review
th5000-cand-20260708-3473	โดนใจ	v	1033	be to one's taste	catch/take one's fancy; please; be to one's liking	1	v	合口味	authored_needs_review
th5000-cand-20260708-3477	ปวง	det	13084	all	whole; entire; in general; at large	1	det	全部	authored_needs_review
th5000-cand-20260708-3480	ร่ำ	v	26437	hit hard	beat hard	2	v	重擊	authored_needs_review
th5000-cand-20260708-3483	ท่าเรือ	n	24866	harbour	harbor; sea port; port; wharf	1	n	港口	authored_needs_review
th5000-cand-20260708-3486	ประสาท	n	27617	nerve		2	n;v	神經	authored_needs_review
th5000-cand-20260708-3489	ขันธ์	n	10516	group		1	n	群組	authored_needs_review
th5000-cand-20260708-3493	โดยอัตโนมัติ	adv	21215	automatically		1	adv	自動地	authored_needs_review
th5000-cand-20260708-3496	งานศพ	n	12844	funeral	cremation; burial; funeral ceremony	1	n	葬禮	authored_needs_review
th5000-cand-20260708-3500	ประยุกต์ใช้	v	27687	apply	adapt; make practical use	1	v	運用	authored_needs_review
th5000-cand-20260708-3503	กรรมการก	n	29525	objective case	accusative case in Thai grammar	1	n	受格	authored_needs_review
th5000-cand-20260708-3506	เซ็กส์	n	28910	sexual intercourse		1	n	性交	authored_needs_review
th5000-cand-20260708-3509	ละเมิด	v	17608	infringe	break; violate; offend;  transgress; contravene	2	v	侵犯	authored_needs_review
th5000-cand-20260708-3512	ท่อน	n	24006	bit	piece; strip; section; fraction	1	n	碎片	authored_needs_review
th5000-cand-20260708-3515	ปัด	v	13457	sweep	brush away	5	v	掃	authored_needs_review
th5000-cand-20260708-3518	มอด	n	8148	weevil	snout beetle	3	n;v	象鼻蟲	authored_needs_review
th5000-cand-20260708-3521	สำเนา	n	3310	copy	clone; counterfeit	3	n;v	複製	authored_needs_review
th5000-cand-20260708-3524	ขนย้าย	v	3492	move	relocate; transport	1	v	移動	authored_needs_review
th5000-cand-20260708-3528	ตลก	n	22551	joker	comedian; comedienne; funnyman; clown; jester; buffoon	4	adj;adv;n;v	小丑	authored_needs_review
th5000-cand-20260708-3531	ถนัด	v	23175	be expert in/at	be skilled in/at; be clever at; excel in/at; be strong in; be adept at/ in; be dexterous	3	adv;v	精通	authored_needs_review
th5000-cand-20260708-3535	หลงใหล	adv	38950	fascinatingly	enticingly; alluringly	1	adv	迷人地	authored_needs_review
th5000-cand-20260708-3538	มิลลิเมตร	n	477	millimeter		1	n	公釐	authored_needs_review
th5000-cand-20260708-3541	โจร	n	33426	robber	bandit; pirate; thief; highwayman; burglar	1	n	強盜	authored_needs_review
th5000-cand-20260708-3544	เช่นเดียวกัน	adv	28594	also	as well; too	1	adv	還	authored_needs_review
th5000-cand-20260708-3548	ก้ม	v	29407	bend down	stoop; bow; bend over	1	v	彎下腰	authored_needs_review
th5000-cand-20260708-3551	รับทราบ	v	4927	acknowledge	be aware; be informed	1	v	知悉	authored_needs_review
th5000-cand-20260708-3554	เครื่องประดับ	n	12400	decorations	ornamentation; embellishment; adornment; furniture	2	n	裝飾品	authored_needs_review
th5000-cand-20260708-3558	ถูกที่	adv	23497	appropriate	suitable	1	adv	適當地	authored_needs_review
th5000-cand-20260708-3561	เบื้องหลัง	n	35267	background	inside story; behind the scenes	2	n	背景	authored_needs_review
th5000-cand-20260708-3565	ถ้ำ	n	23382	cave	cavern; grotto; tunnel	1	n	洞穴	authored_needs_review
th5000-cand-20260708-3568	ระทึก	v	5808	beat fast from fear	be very fearful with quick and weak pulse	1	v	因恐懼而快速跳動	authored_needs_review
th5000-cand-20260708-3571	ลีลา	n	7007	grace	proceed gracefully	3	n	風采	authored_needs_review
th5000-cand-20260708-3576	ตัง	n	21389	birdlime	gluten; glue	1	n	黏鳥膠	authored_needs_review
th5000-cand-20260708-3580	รวมกัน	v	35572	combine	be compound	2	adv;v	聯合起來	authored_needs_review
th5000-cand-20260708-3583	เปี่ยม	v	15661	be fraught	be replete; be full be flush with (the deck), (of a glass) to be brimful; to fill to the brim; flush (with wealth), full (of happiness	2	v	充滿	authored_needs_review
th5000-cand-20260708-3586	หิด	n	36393	scabies	itch	1	n	疥瘡	authored_needs_review
th5000-cand-20260708-3589	บรรเทา	v	25479	relieve	alleviate; ease; mitigate	2	v	緩解	authored_needs_review
th5000-cand-20260708-3592	สถาปัตยกรรม	n	3056	architecture		2	n	建築	authored_needs_review
th5000-cand-20260708-3597	ปุ๋ย	n	15769	fertilizer	manure; compost	2	adv;n	肥料	authored_needs_review
th5000-cand-20260708-3601	ตลับ	n	22617	cassette	small box; case	2	n	卡式錄音帶	authored_needs_review
th5000-cand-20260708-3604	ปรุงรส	v	27496	flavor	season	1	v	調味	authored_needs_review
th5000-cand-20260708-3607	จี้	n	33252	pendant	hanging ornament; locket	3	n;v	吊墜	authored_needs_review
th5000-cand-20260708-3610	รุม	v	11843	crowd	swarm; throng; congregate; flock; stream	5	adj;v	聚集	authored_needs_review
th5000-cand-20260708-3613	นูน	v	25408	swell	curve out; bulge; protrude	1	v	膨脹	authored_needs_review
th5000-cand-20260708-3616	แข้ง	n	10940	shin		1	n	脛骨	authored_needs_review
th5000-cand-20260708-3619	เชน	n	28589	Jainism	religion of India	1	n	耆那教	authored_needs_review
th5000-cand-20260708-3622	นครสวรรค์	n	34885	Nakhon Sawan		1	n	那空沙旺	authored_needs_review
th5000-cand-20260708-3626	บู่	n	25987	goby		1	n	蝦虎魚	authored_needs_review
th5000-cand-20260708-3629	ผันผวน	v	16904	fluctuate	shift; change	1	v	波動	authored_needs_review
th5000-cand-20260708-3632	บางกอก	n	25755	Bangkok		1	n	曼谷	authored_needs_review
th5000-cand-20260708-3635	พลอย	n	14311	gem	precious stone	2	adv;n	寶石	authored_needs_review
th5000-cand-20260708-3638	จุดเริ่ม	n	8726	beginning	origin; starting point; initiation; outset; birth; start	1	n	開端	authored_needs_review
th5000-cand-20260708-3641	โทรทัศน์	n	5289	television	TV	1	n	電視	authored_needs_review
th5000-cand-20260708-3644	แต่งหน้า	v	23038	make up	put on make up; use cosmetics	1	v	化妝	authored_needs_review
th5000-cand-20260708-3647	คงที่	v	10590	be stable	be unchanged; be constant	1	v	穩定	authored_needs_review
th5000-cand-20260708-3650	อันเป็น	n	19346	accident	mishap	1	n	事故	authored_needs_review
th5000-cand-20260708-3654	ของดี	n	32383	charm	amulet; protective talisman	1	n	護身符	authored_needs_review
th5000-cand-20260708-3657	โตเกียว	n	23079	Tokyo		1	n	東京	authored_needs_review
th5000-cand-20260708-3660	จุใจ	v	33275	be satisfied	be pleased; be thrilled	1	v	滿意	authored_needs_review
th5000-cand-20260708-3663	ห้องประชุม	n	6612	meeting room	auditorium; assembly hall; boardroom; conference room	1	n	會議室	authored_needs_review
th5000-cand-20260708-3666	ล้นหลาม	adj	17499	excessive	overwhelming	2	adj;adv	過度	authored_needs_review
th5000-cand-20260708-3669	ประจวบ	v	27056	coincide	be coincident with; collide; meet; come together accidentally	1	v	重合	authored_needs_review
