"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-4600"	"PASS"	"豆莢"	""	""
"th5000-cand-20260708-4603"	"PASS"	"現代性"	""	""
"th5000-cand-20260708-4607"	"PASS"	"部落"	""	""
"th5000-cand-20260708-4610"	"PASS"	"溜冰鞋"	""	""
"th5000-cand-20260708-4613"	"PASS"	"讓步"	""	""
"th5000-cand-20260708-4616"	"PASS"	"南"	""	""
"th5000-cand-20260708-4619"	"PASS"	"被毀了"	""	""
"th5000-cand-20260708-4622"	"PASS"	"探索"	""	""
"th5000-cand-20260708-4625"	"PASS"	"說明"	""	""
"th5000-cand-20260708-4629"	"PASS"	"貸款"	""	""
"th5000-cand-20260708-4632"	"PASS"	"內政部"	""	""
"th5000-cand-20260708-4635"	"PASS"	"租金"	""	""
"th5000-cand-20260708-4638"	"PASS"	"可接受"	""	""
"th5000-cand-20260708-4642"	"PASS"	"風暴"	""	""
"th5000-cand-20260708-4645"	"PASS"	"引導"	""	""
"th5000-cand-20260708-4648"	"PASS"	"關上門"	""	""
"th5000-cand-20260708-4652"	"PASS"	"新生"	""	""
"th5000-cand-20260708-4657"	"PASS"	"程逸府"	""	""
"th5000-cand-20260708-4660"	"PASS"	"修理工"	""	""
"th5000-cand-20260708-4663"	"PASS"	"正品"	""	""
"th5000-cand-20260708-4666"	"PASS"	"蛇皮果"	""	""
"th5000-cand-20260708-4670"	"PASS"	"托盤"	""	""
"th5000-cand-20260708-4673"	"PASS"	"幾乎"	""	""
"th5000-cand-20260708-4676"	"PASS"	"種"	""	""
"th5000-cand-20260708-4679"	"PASS"	"充滿"	""	""
"th5000-cand-20260708-4683"	"PASS"	"特定"	""	""
"th5000-cand-20260708-4686"	"PASS"	"律師"	""	""
"th5000-cand-20260708-4690"	"PASS"	"現象"	""	""
"th5000-cand-20260708-4693"	"PASS"	"占星術"	""	""
"th5000-cand-20260708-4696"	"PASS"	"實驗室"	""	""
"th5000-cand-20260708-4699"	"PASS"	"轟炸"	""	""
"th5000-cand-20260708-4703"	"PASS"	"參訪"	""	""
"th5000-cand-20260708-4706"	"PASS"	"裝飾"	""	""
"th5000-cand-20260708-4709"	"PASS"	"開心"	""	""
"th5000-cand-20260708-4712"	"PASS"	"真誠"	""	""
"th5000-cand-20260708-4715"	"PASS"	"閃爍"	""	""
"th5000-cand-20260708-4718"	"PASS"	"傳真"	""	""
"th5000-cand-20260708-4721"	"PASS"	"通訊社"	""	""
"th5000-cand-20260708-4724"	"PASS"	"以…為榮"	""	""
"th5000-cand-20260708-4728"	"PASS"	"經濟學"	""	""
"th5000-cand-20260708-4731"	"PASS"	"公平"	""	""
"th5000-cand-20260708-4734"	"PASS"	"調查"	""	""
"th5000-cand-20260708-4737"	"PASS"	"拖"	""	""
"th5000-cand-20260708-4740"	"PASS"	"慶祝"	""	""
"th5000-cand-20260708-4743"	"PASS"	"錯誤"	""	""
"th5000-cand-20260708-4746"	"PASS"	"教育部"	""	""
"th5000-cand-20260708-4749"	"PASS"	"意圖"	""	""
"th5000-cand-20260708-4752"	"PASS"	"沉浸"	""	""
"th5000-cand-20260708-4756"	"PASS"	"重要的事情"	""	""
"th5000-cand-20260708-4760"	"PASS"	"投資"	""	""
"th5000-cand-20260708-4763"	"PASS"	"基礎設施"	""	""
"th5000-cand-20260708-4766"	"PASS"	"被擊敗"	""	""
"th5000-cand-20260708-4769"	"PASS"	"膨脹"	""	""
"th5000-cand-20260708-4772"	"PASS"	"古老"	""	""
"th5000-cand-20260708-4775"	"PASS"	"組"	""	""
"th5000-cand-20260708-4779"	"PASS"	"工業工作"	""	""
"th5000-cand-20260708-4782"	"PASS"	"建設"	""	""
"th5000-cand-20260708-4785"	"PASS"	"皇帝"	""	""
"th5000-cand-20260708-4788"	"PASS"	"勤奮的人"	""	""
"th5000-cand-20260708-4791"	"PASS"	"殘鐵"	""	""
"th5000-cand-20260708-4794"	"PASS"	"極佳"	""	""
"th5000-cand-20260708-4797"	"PASS"	"浮水印"	""	""
"th5000-cand-20260708-4801"	"PASS"	"灌溉溝渠"	""	""
"th5000-cand-20260708-4804"	"PASS"	"快樂"	""	""
"th5000-cand-20260708-4808"	"PASS"	"研究"	""	""
"th5000-cand-20260708-4811"	"PASS"	"請願書"	""	""
"th5000-cand-20260708-4814"	"PASS"	"污染"	""	""
"th5000-cand-20260708-4817"	"PASS"	"欄位"	""	""
"th5000-cand-20260708-4821"	"PASS"	"一種中餐"	""	""
"th5000-cand-20260708-4824"	"PASS"	"博他崙"	""	""
"th5000-cand-20260708-4827"	"PASS"	"會計"	""	""
"th5000-cand-20260708-4830"	"PASS"	"歪斜"	""	""
"th5000-cand-20260708-4833"	"PASS"	"磨石"	""	""
"th5000-cand-20260708-4836"	"PASS"	"駝背鱸"	""	""
"th5000-cand-20260708-4839"	"PASS"	"垂直方向"	""	""
"th5000-cand-20260708-4842"	"PASS"	"可能"	""	""
"th5000-cand-20260708-4846"	"PASS"	"平靜"	""	""
"th5000-cand-20260708-4849"	"PASS"	"支持"	""	""
"th5000-cand-20260708-4852"	"PASS"	"平均分"	""	""
"th5000-cand-20260708-4855"	"PASS"	"最後"	""	""
"th5000-cand-20260708-4860"	"PASS"	"逮捕"	""	""
"th5000-cand-20260708-4863"	"PASS"	"前院"	""	""
"th5000-cand-20260708-4866"	"PASS"	"怪"	""	""
"th5000-cand-20260708-4869"	"PASS"	"直到"	""	""
"th5000-cand-20260708-4872"	"PASS"	"好機會"	""	""
"th5000-cand-20260708-4875"	"PASS"	"領事"	""	""
"th5000-cand-20260708-4878"	"PASS"	"昆蟲"	""	""
"th5000-cand-20260708-4881"	"PASS"	"可信"	""	""
"th5000-cand-20260708-4884"	"PASS"	"註冊"	""	""
"th5000-cand-20260708-4887"	"PASS"	"佛教"	""	""
"th5000-cand-20260708-4890"	"PASS"	"聯營公車"	""	""
"th5000-cand-20260708-4893"	"PASS"	"聖誕節"	""	""
"th5000-cand-20260708-4896"	"PASS"	"覆蓋"	""	""
"th5000-cand-20260708-4899"	"PASS"	"任何事物"	""	""
"th5000-cand-20260708-4902"	"PASS"	"規則與規定"	""	""
"th5000-cand-20260708-4905"	"PASS"	"有發言權"	""	""
"th5000-cand-20260708-4908"	"PASS"	"漂泊"	""	""
"th5000-cand-20260708-4911"	"PASS"	"表示"	""	""
"th5000-cand-20260708-4914"	"PASS"	"夜功府"	""	""
"th5000-cand-20260708-4917"	"PASS"	"莫達漢"	""	""
"th5000-cand-20260708-4920"	"PASS"	"必需品"	""	""
"th5000-cand-20260708-4923"	"PASS"	"三腳架"	""	""
"th5000-cand-20260708-4927"	"PASS"	"塗抹"	""	""
"th5000-cand-20260708-4930"	"PASS"	"非常"	""	""
"th5000-cand-20260708-4935"	"PASS"	"鞠躬"	""	""
"th5000-cand-20260708-4939"	"PASS"	"腹脹"	""	""
"th5000-cand-20260708-4942"	"PASS"	"奠定基礎"	""	""
"th5000-cand-20260708-4945"	"PASS"	"鬥志昂揚"	""	""
"th5000-cand-20260708-4948"	"PASS"	"洗衣機"	""	""
"th5000-cand-20260708-4951"	"PASS"	"僧侶"	""	""
"th5000-cand-20260708-4954"	"PASS"	"老師"	""	""
"th5000-cand-20260708-4958"	"PASS"	"疼痛"	""	""
"th5000-cand-20260708-4961"	"PASS"	"消瘦的"	""	""
"th5000-cand-20260708-4964"	"PASS"	"下降"	""	""
"th5000-cand-20260708-4967"	"PASS"	"光"	""	""
"th5000-cand-20260708-4970"	"PASS"	"泰國農業大學"	""	""
"th5000-cand-20260708-4973"	"PASS"	"文化的"	""	""
"th5000-cand-20260708-4976"	"PASS"	"摘要"	""	""
"th5000-cand-20260708-4980"	"PASS"	"石頭"	""	""
"th5000-cand-20260708-4983"	"PASS"	"空缺"	""	""
"th5000-cand-20260708-4987"	"PASS"	"充分性"	""	""
"th5000-cand-20260708-4990"	"PASS"	"搖擺"	""	""
"th5000-cand-20260708-4994"	"PASS"	"能力"	""	""
"th5000-cand-20260708-4997"	"PASS"	"記仇"	""	""
"th5000-cand-20260708-5000"	"PASS"	"使驚訝"	""	""
